age,age_onset,birthplace,filename,,male,61,usa,FALSE,english,578,
72,40,"pingxiang, jiangxi, china",gan1,,female,1930,brazil,FALSE,portuguese,48,
52,15,"masaka, uganda",ganda1,,female,1941,brazil,FALSE,portuguese,48,
34,5,"kampala, uganda",ganda2,,male,1965,portugal,FALSE,portuguese,48,
69,5,"dangriga, belize",garifuna1,,female,1989,brazil,FALSE,portuguese,48,
51,23,"tela atlantida, honduras",garifuna2,,male,2120,brazil,FALSE,portuguese,48,
51,9,"dilla, ethiopia",gedeo1,,male,286,angola,FALSE,portuguese,48,
30,28,"tbilisi, republic of georgia",georgian1,,male,287,brazil,FALSE,portuguese,48,
41,36,"akhmeta, republic of georgia",georgian2,,male,288,brazil,FALSE,portuguese,48,
29,6,"tbilisi, republic of georgia",georgian3,,male,289,brazil,FALSE,portuguese,48,
28,12,"tbilisi, republic of georgia",georgian4,,male,290,brazil,FALSE,portuguese,48,
24,21,"tbilisi, republic of georgia",georgian5,,male,299,russia,FALSE,russian,48,
48,12,"dusseldorf, germany",german1,,female,300,russia,FALSE,russian,48,
24,10,"darmstadt, germany",german10,,male,301,russia,FALSE,russian,48,
20,11,"frankfurt, germany",german11,,male,460,russia,FALSE,russian,48,
29,14,"feldkirch, austria",german12,,male,472,russia,FALSE,russian,48,
54,13,"eschen, liechtenstein",german13,,male,609,russia,FALSE,russian,48,
30,10,"vienna, austria",german14,,female,647,kazakhstan,FALSE,russian,48,
35,11,"innsbruck, austria",german15,,male,648,belarus,FALSE,russian,48,
31,11,"bremen, germany",german16,,male,671,russia,FALSE,russian,48,
53,10,"frankfurt, germany",german17,,male,831,russia,FALSE,russian,48,
29,6,"bad aussee, austria",german18,,male,834,kazakhstan,FALSE,russian,48,
19,11,"offenbach, germany",german19,,female,302,ukraine,FALSE,russian,48,
29,12,"bemberg, germany",german2,,female,911,kazakhstan,FALSE,russian,48,
41,16,"chur, switzerland",german20,,female,954,russia,FALSE,russian,48,
20,10,"villach, austria",german21,,male,994,latvia,FALSE,russian,48,
21,12,"elsterwerda, germany",german22,,female,1057,ukraine,FALSE,russian,48,
24,11,"herdecke, germany",german23,,female,1073,russia,FALSE,russian,48,
27,10,"niedersachsen, germany",german24,,female,1096,moldova,FALSE,russian,48,
21,11,"geislingen, germany",german25,,female,1097,moldova,FALSE,russian,48,
77,24,"stuttgart, germany",german26,,male,1191,russia,FALSE,russian,48,
23,10,"bielefeld, germany",german27,,female,1198,belarus,FALSE,russian,48,
19,10,"vienna, austria",german28,,male,1254,moldova,FALSE,russian,48,
53,12,"coburg, germany",german29,,female,303,ukraine,FALSE,russian,48,
19,12,"meissen, germany",german3,,male,1279,russia,FALSE,russian,48,
32,8,"radstadt, austria",german30,,male,1311,estonia,FALSE,russian,48,
21,10,"datteln, germany",german31,,female,1314,ukraine,FALSE,russian,48,
29,12,"niedersachsen, germany",german32,,female,1317,kazakhstan,FALSE,russian,48,
39,10,"stuttgart, germany",german33,,male,1407,russia,FALSE,russian,48,
28,11,"bochum, germany",german34,,male,1467,germany,FALSE,russian,48,
51,11,"ingolstadt, germany",german35,,male,1518,russia,FALSE,russian,48,
18,14,"hamburg, germany",german36,,male,1523,russia,FALSE,russian,48,
19,11,"stuttgart, germany",german4,,male,1708,belarus,FALSE,russian,48,
47,12,"halle, germany",german5,,female,1750,usa,FALSE,russian,48,
28,8,"vienna, austria",german6,,female,304,russia,FALSE,russian,48,
20,11,"berlin, germany",german7,,female,1774,kyrgyzstan,FALSE,russian,48,
25,10,"bernburg, germany",german8,,female,1844,russia,FALSE,russian,48,
22,8,"wuppertal, germany",german9,,female,1924,russia,FALSE,russian,48,
19,9,"athens, greece",greek1,,female,1932,russia,FALSE,russian,48,
58,14,"nicosia, cyprus",greek10,,female,1947,russia,FALSE,russian,48,
21,3,"athens, greece",greek11,,female,2027,russia,FALSE,russian,48,
24,4,"bethlehem, pennsylvania, usa",greek12,,female,2105,russia,FALSE,russian,48,
23,6,"vlore, albania",greek13,,female,2107,russia,FALSE,russian,48,
22,3,"lancaster, pennsylvania, usa",greek14,,female,2137,uzbekistan,FALSE,russian,48,
81,8,"jerusalem, israel",greek15,,female,305,russia,FALSE,russian,48,
26,9,"athens, greece",greek2,,female,306,russia,FALSE,russian,48,
37,15,"karprenici, greece",greek3,,female,307,ukraine,FALSE,russian,48,
37,7,"ioannina, greece",greek4,,male,308,russia,FALSE,russian,48,
51,25,"nicosia, cyprus",greek5,,male,309,russia,FALSE,russian,48,
62,12,"igoumenitsa, greece",greek6,,male,57,netherlands,FALSE,dutch,47,
18,4,"athens, greece",greek7,,male,913,belgium,FALSE,dutch,47,
37,3,"athens, greece",greek8,,male,929,belgium,FALSE,dutch,47,
23,6,"athens, greece",greek9,,male,956,netherlands,FALSE,dutch,47,
20,15,"ahmedabad, india",gujarati1,,female,1003,netherlands,FALSE,dutch,47,
22,8,"bombay, india",gujarati2,,female,1004,netherlands,FALSE,dutch,47,
28,2,"limerick, ireland",gujarati3,,male,1223,netherlands,FALSE,dutch,47,
53,16,"ahmedabad, india",gujarati4,,female,1260,belgium,FALSE,dutch,47,
28,3,"bombay, india",gujarati5,,female,1261,belgium,FALSE,dutch,47,
29,5,"kutch, gujarat, india",gujarati6,,male,1262,belgium,FALSE,dutch,47,
40,4,"hyderabad, india",gujarati7,,female,1263,belgium,FALSE,dutch,47,
27,7,"ahmedabad, india",gujarati8,,male,58,netherlands,FALSE,dutch,47,
19,9,"surat, india",gujarati9,,female,1264,belgium,FALSE,dutch,47,
44,12,"nairobi, kenya",gusii1,,female,1265,belgium,FALSE,dutch,47,
41,6,"kisii, kenya",gusii2,,female,1266,belgium,FALSE,dutch,47,
51,12,"hosanna, ethiopia",hadiyya1,,male,1268,belgium,FALSE,dutch,47,
30,11,"hosanna, ethiopia",hadiyya2,,female,1269,south korea,FALSE,dutch,47,
45,7,"singapore, singapore",hainanese1,,female,1270,belgium,FALSE,dutch,47,
72,13,"pei kang, taiwan",hakka1,,female,1271,belgium,FALSE,dutch,47,
49,7,"kano, nigeria",hausa1,,female,1274,belgium,FALSE,dutch,47,
46,10,"bauchi, nigeria",hausa2,,male,1275,belgium,FALSE,dutch,47,
47,6,"malumfashi, nigeria",hausa3,,male,1300,netherlands,FALSE,dutch,47,
62,10,"kano, nigeria",hausa4,,male,537,netherlands,FALSE,dutch,47,
43,12,"maine, niger",hausa5,,female,1462,belgium,FALSE,dutch,47,
48,6,"kano, nigeria",hausa6,,female,1463,belgium,FALSE,dutch,47,
52,7,"sokoto, nigeria",hausa7,,male,1464,belgium,FALSE,dutch,47,
30,7,"katsina, nigeria",hausa8,,female,1466,belgium,FALSE,dutch,47,
43,5,"kaltungo, gombe, nigeria",hausa9,,female,1468,belgium,FALSE,dutch,47,
23,10,"yehud, israel",hebrew1,,female,1473,belgium,FALSE,dutch,47,
24,10,"jerusalem, israel",hebrew2,,female,1476,belgium,FALSE,dutch,47,
33,8,"haifa, israel",hebrew3,,female,1479,belgium,FALSE,dutch,47,
20,9,"haifa, israel",hebrew4,,female,1481,belgium,FALSE,dutch,47,
23,10,"netanya, israel",hebrew5,,female,1482,netherlands,FALSE,dutch,47,
33,9,"rishon, israel",hebrew6,,male,743,belgium,FALSE,dutch,47,
52,12,"jerusalem, israel",hebrew7,,male,1484,netherlands,FALSE,dutch,47,
28,7,"jerusalem, israel",hebrew8,,male,1517,netherlands,FALSE,dutch,47,
23,4,"petah-tiqwa, israel",hebrew9,,male,1551,netherlands,FALSE,dutch,47,
27,2,"nagpur, maharashtra, india",hindi1,,male,1705,netherlands,FALSE,dutch,47,
19,10.5,"new delhi, india",hindi10,,female,1740,belgium,FALSE,dutch,47,
20,4,"chandigarh, india",hindi11,,male,1742,belgium,FALSE,dutch,47,
25,4,"allahabad, india",hindi12,,female,1743,belgium,FALSE,dutch,47,
43,13,"jaipur, india",hindi13,,female,2115,netherlands,FALSE,dutch,47,
53,12,"new delhi, india",hindi14,,female,770,netherlands,FALSE,dutch,47,
23,1,"new delhi, india",hindi15,,female,847,belgium,FALSE,dutch,47,
25,5,"new delhi, india",hindi16,,male,895,netherlands,FALSE,dutch,47,
47,3,"new delhi, india",hindi17,,female,896,netherlands,FALSE,dutch,47,
21,5,"new delhi, india",hindi18,,female,897,netherlands,FALSE,dutch,47,
31,3,"hyderabad, india",hindi2,,female,381,turkey,FALSE,turkish,37,
42,5,"jalandhar, india",hindi3,,male,578,turkey,FALSE,turkish,37,
28,14,"bhilwara, rajisthan, india",hindi4,,female,634,turkey,FALSE,turkish,37,
64,10,"hubballi, karnataka, india",hindi5,,male,672,turkey,FALSE,turkish,37,
27,4,"new delhi, india",hindi6,,female,686,turkey,FALSE,turkish,37,
60,5,"allahabad, utter pardesh, india",hindi7,,female,735,turkey,FALSE,turkish,37,
19,8,"imphal, india",hindi8,,male,736,turkey,FALSE,turkish,37,
31,4,"durgapur, west bengal, india",hindi9,,male,745,turkey,FALSE,turkish,37,
62,6,"ghazi, pakistan",hindko1,,male,763,turkey,FALSE,turkish,37,
35,7,"louangphabang, laos",hmong1,,male,926,germany,FALSE,turkish,37,
47,11.5,"long tieng, laos",hmong2,,male,971,turkey,FALSE,turkish,37,
22.5,20,"cegled, hungary",hungarian1,,male,382,turkey,FALSE,turkish,37,
22,8,"clug, romania",hungarian2,,female,1144,turkey,FALSE,turkish,37,
34,8,"brasov, romania",hungarian3,,female,1210,turkey,FALSE,turkish,37,
26,5,"szeged, hungary",hungarian4,,male,1282,turkey,FALSE,turkish,37,
29,27,"budapest, hungary",hungarian5,,female,1291,turkey,FALSE,turkish,37,
38,14,"budapest, hungary",hungarian6,,male,1329,turkey,FALSE,turkish,37,
57,17,"budapest, hungary",hungarian7,,male,1570,turkey,FALSE,turkish,37,
86,86,"pinkoc, hungary",hungarian8,,male,1704,turkey,FALSE,turkish,37,
73,15,"budapest, hungary",hungarian9,,female,1730,turkey,FALSE,turkish,37,
52,3,"uyo, akwa ibom, nigeria",ibibio1,,female,1772,turkey,FALSE,turkish,37,
45,4,"abak, akwa ibom, nigeria",ibibio2,,female,1808,turkey,FALSE,turkish,37,
36,6,"lagos, nigeria",ibibio3,,male,383,turkey,FALSE,turkish,37,
21,11,"reykjavik, iceland",icelandic1,,female,1929,turkey,FALSE,turkish,37,
43,12,"akranes, iceland",icelandic2,,male,2032,turkey,FALSE,turkish,37,
36,20,"reykjavik, iceland",icelandic3,,male,2033,turkey,FALSE,turkish,37,
30,12,"lome, togo",ife1,,male,2034,turkey,FALSE,turkish,37,
23,12,"imo state, imo state, nigeria",igbo1,,male,2035,turkey,FALSE,turkish,37,
65,14,"kafanchan, nigeria",igbo2,,female,2048,turkey,FALSE,turkish,37,
35,5,"lagos, nigeria",igbo3,,female,2168,turkey,FALSE,turkish,37,
53,7,"bago city, philippines",ilonggo1,,male,2174,tajikistan,FALSE,turkish,37,
31,13,"jakarta, indonesia",indonesian1,,male,384,turkey,FALSE,turkish,37,
18,13,"jakarta, indonesia",indonesian2,,female,385,turkey,FALSE,turkish,37,
32,13,"jakarta, indonesia",indonesian3,,male,386,turkey,FALSE,turkish,37,
30,10,"jakarta, indonesia",indonesian4,,male,387,turkey,FALSE,turkish,37,
29,7,"jakarta, indonesia",indonesian5,,male,478,turkey,FALSE,turkish,37,
20,8,"jakarta, indonesia",indonesian6,,male,532,turkey,FALSE,turkish,37,
45,12,"kediri, java, indonesia",indonesian7,,female,189,germany,FALSE,german,36,
32,14,"jakarta, indonesia",indonesian8,,male,635,germany,FALSE,german,36,
28,3,"dublin, ireland",irish1,,female,640,germany,FALSE,german,36,
29,22,"carbonia, italy",italian1,,female,651,austria,FALSE,german,36,
48,12,"palermo, italy",italian10,,female,652,liechtenstein,FALSE,german,36,
30,18,"cagliari, italy",italian11,,female,675,austria,FALSE,german,36,
38,14,"bellinzona, switzerland",italian12,,male,676,austria,FALSE,german,36,
20,8,"enna, italy",italian13,,female,881,germany,FALSE,german,36,
20,8,"cosenza, italy",italian14,,female,882,germany,FALSE,german,36,
48,15,"forli, italy",italian15,,male,893,austria,FALSE,german,36,
40,14,"mantua, italy",italian16,,female,928,germany,FALSE,german,36,
28,14,"turin, italy",italian17,,female,190,germany,FALSE,german,36,
20,8,"grugliasco, italy",italian18,,male,936,switzerland,FALSE,german,36,
19,11,"rome, italy",italian19,,female,1064,austria,FALSE,german,36,
46,18,"caltanissetta, sicily, italy",italian2,,female,1092,germany,FALSE,german,36,
32,15,"naples, italy",italian20,,male,1255,germany,FALSE,german,36,
42,20,"trento, italy",italian21,,male,1383,germany,FALSE,german,36,
23,6,"teramo, italy",italian22,,female,1443,germany,FALSE,german,36,
34,14,"cuneo, italy",italian23,,female,1452,germany,FALSE,german,36,
23,6,"milan, italy",italian24,,male,1494,germany,FALSE,german,36,
40,3.5,"wiesbaden, germany",italian25,,female,1525,austria,FALSE,german,36,
49,11,"siracusa, sicily, italy",italian26,,female,1619,germany,FALSE,german,36,
33,10,"milan, italy",italian27,,female,191,germany,FALSE,german,36,
25,6,"rome, italy",italian28,,female,1681,austria,FALSE,german,36,
21,8,"trieste, italy",italian29,,female,1685,germany,FALSE,german,36,
55,21,"florence, italy",italian3,,female,1707,germany,FALSE,german,36,
23,11,"bologna, italy",italian30,,male,1877,germany,FALSE,german,36,
59,23,"naples, italy",italian31,,male,1879,germany,FALSE,german,36,
49,14,"sardinia, italy",italian32,,female,1972,germany,FALSE,german,36,
78,50,"bitonto, italy",italian33,,female,1994,germany,FALSE,german,36,
47,11,"cremona, italy",italian4,,female,192,germany,FALSE,german,36,
52,25,"vicenza, veneto, italy",italian5,,male,193,germany,FALSE,german,36,
32,15,"naples, italy",italian6,,male,194,austria,FALSE,german,36,
24,8,"naples, italy",italian7,,male,501,germany,FALSE,german,36,
43,10,"bari, italy",italian8,,male,545,germany,FALSE,german,36,
18,8,"turin, italy",italian9,,male,616,germany,FALSE,german,36,
25,12,"tokyo, japan",japanese1,,female,277,poland,FALSE,polish,34,
26,12,"hakodate, japan",japanese10,,female,842,poland,FALSE,polish,34,
29,13,"toyama, japan",japanese11,,female,843,poland,FALSE,polish,34,
36,12,"tokyo, japan",japanese12,,male,883,poland,FALSE,polish,34,
28,11,"gunma, japan",japanese13,,male,958,poland,FALSE,polish,34,
37,12,"akashi, japan",japanese14,,male,1171,poland,FALSE,polish,34,
45,12,"osaka, japan",japanese15,,female,1245,poland,FALSE,polish,34,
25,3,"clark field, philippines",japanese16,,male,1278,poland,FALSE,polish,34,
44,13,"nara, japan",japanese17,,female,1453,poland,FALSE,polish,34,
52,13,"kyoto, japan",japanese18,,male,1483,poland,FALSE,polish,34,
57,13,"naha, japan",japanese19,,male,1549,poland,FALSE,polish,34,
27,12,"tokyo, japan",japanese2,,female,278,poland,FALSE,polish,34,
21,14,"yokosuka, japan",japanese20,,female,1625,poland,FALSE,polish,34,
53,13,"tokyo, japan",japanese21,,male,1651,poland,FALSE,polish,34,
69,12,"ashiya, japan",japanese22,,male,1652,poland,FALSE,polish,34,
24,5,"kawasaki, japan",japanese23,,male,1653,poland,FALSE,polish,34,
40,13,"tokyo, japan",japanese24,,female,1654,poland,FALSE,polish,34,
52,13,"kyoto, japan",japanese25,,male,1671,poland,FALSE,polish,34,
44,13,"yokosuka, japan",japanese26,,male,1737,poland,FALSE,polish,34,
21,13,"tokyo, japan",japanese27,,male,1738,poland,FALSE,polish,34,
49,12,"kofu, yamanashi prefecture, japan",japanese3,,female,1745,poland,FALSE,polish,34,
20,15,"tokyo, japan",japanese4,,male,1748,poland,FALSE,polish,34,
25,12,"chiba, japan",japanese5,,female,279,poland,FALSE,polish,34,
30,10,"kawasaki, japan",japanese6,,female,1749,poland,FALSE,polish,34,
18,12,"osaka, japan",japanese7,,female,1918,poland,FALSE,polish,34,
25,12,"tokyo, japan",japanese8,,male,2062,poland,FALSE,polish,34,
24,13,"yokohama, japan",japanese9,,male,2064,poland,FALSE,polish,34,
34,16,"ziguinchor, senegal",jola1,,female,2085,poland,FALSE,polish,34,
26,12,"algiers, algeria",kabyle1,,female,280,poland,FALSE,polish,34,
30,9,"francistown, botswana",kalanga1,,male,482,poland,FALSE,polish,34,
36,9,"hosanna, ethiopia",kambaata1,,female,626,poland,FALSE,polish,34,
51,7,"durame, ethiopia",kambaata2,,male,728,poland,FALSE,polish,34,
54,8,"hosanna, ethiopia",kambaata3,,male,769,poland,FALSE,polish,34,
26,5,"bangalore, india",kannada1,,female,841,poland,FALSE,polish,34,
48,6,"kaduna, nigeria",kanuri1,,female,217,italy,FALSE,italian,33,
18,9,"semey, kazakhstan",kazakh1,,male,627,italy,FALSE,italian,33,
22,6,"almaty, kazakhstan",kazakh2,,male,641,italy,FALSE,italian,33,
49,30,"almaty, kazakhstan",kazakh3,,female,681,switzerland,FALSE,italian,33,
21,16,"phnom penh, cambodia",khmer1,,male,733,italy,FALSE,italian,33,
19,16,"phnom penh, cambodia",khmer2,,male,761,italy,FALSE,italian,33,
46,25,"baling, kampongthum, cambodia",khmer3,,male,839,italy,FALSE,italian,33,
31,16,"phnom penh, cambodia",khmer4,,male,942,italy,FALSE,italian,33,
47,25,"kampong speu, cambodia",khmer5,,male,995,italy,FALSE,italian,33,
20,4,"auburn, australia",khmer6,,male,1043,italy,FALSE,italian,33,
56,25,"siem reap, cambodia",khmer7,,male,1114,italy,FALSE,italian,33,
19,16,"new orleans, louisiana, usa",kikongo1,,male,218,italy,FALSE,italian,33,
56,28,"kimulaza, uige, angola",kikongo2,,male,1123,italy,FALSE,italian,33,
48,5,"nairobi, kenya",kikuyu1,,male,1124,italy,FALSE,italian,33,
50,7,"kerugoya, kenya",kikuyu2,,male,1175,italy,FALSE,italian,33,
45,5,"nairobi, kenya",kikuyu3,,female,1177,italy,FALSE,italian,33,
23,4,"nairobi, kenya",kikuyu4,,female,1406,italy,FALSE,italian,33,
32,28,"bishkek, kyrgyzstan",kirghiz1,,male,1322,germany,FALSE,italian,33,
22,6,"dar-es-salaam, tanzania",kiswahili1,,male,1489,italy,FALSE,italian,33,
28,16,"kigoma, tanzania",kiswahili2,,female,1543,italy,FALSE,italian,33,
29,6,"nairobi, kenya",kiswahili3,,male,1679,italy,FALSE,italian,33,
36,34,"goma, north kivu, democratic republic of congo",kiswahili4,,female,1686,italy,FALSE,italian,33,
56,4,"tanga, tanzania",kiswahili5,,male,219,italy,FALSE,italian,33,
32,8,"dar-es-salaam, tanzania",kiswahili6,,male,1741,italy,FALSE,italian,33,
52,5,"dar-es-salaam, tanzania",kiswahili7,,female,1976,italy,FALSE,italian,33,
42,3,"nyeri, kenya",kiswahili8,,male,1984,italy,FALSE,italian,33,
50,13,"tanga, tanzania",kiswahili9,,female,2020,italy,FALSE,italian,33,
38,6,"hyderabad, andhra pradesh, india",konkani1,,female,220,italy,FALSE,italian,33,
29,13,"ui jong bu, south korea",korean1,,male,440,italy,FALSE,italian,33,
34,13,"kwangju, south korea",korean10,,female,473,italy,FALSE,italian,33,
26,14,"seoul, south korea",korean11,,male,553,italy,FALSE,italian,33,
31,31,"sokcho, south korea",korean12,,male,589,italy,FALSE,italian,33,
50,12,"pusan, south korea",korean13,,male,619,italy,FALSE,italian,33,
22,8,"kota kinabalu, malaysia",korean14,,female,221,japan,FALSE,japanese,27,
42,40,"pusan, south korea",korean15,,female,827,japan,FALSE,japanese,27,
30,13,"nonsan, south korea",korean16,,female,1046,japan,FALSE,japanese,27,
21,8,"cheju-do, south korea",korean17,,male,1365,japan,FALSE,japanese,27,
25,7,"seoul, south korea",korean18,,male,1381,japan,FALSE,japanese,27,
21,14,"seoul, south korea",korean19,,female,1382,japan,FALSE,japanese,27,
23,14,"taegu, south korea",korean2,,male,1521,japan,FALSE,japanese,27,
58,13,"inchon, south korea",korean20,,female,1537,philippines,FALSE,japanese,27,
21,12,"ulsan, south korea",korean21,,female,1610,japan,FALSE,japanese,27,
19,8,"inchon, south korea",korean22,,female,1626,japan,FALSE,japanese,27,
49,12,"seoul, south korea",korean23,,female,1684,japan,FALSE,japanese,27,
42,13,"seoul, south korea",korean24,,female,222,japan,FALSE,japanese,27,
34,12,"anseong, kyong gi, south korea",korean25,,male,1833,japan,FALSE,japanese,27,
23,21,"seoul, south korea",korean26,,female,1847,japan,FALSE,japanese,27,
51,14,"haenam, south korea",korean27,,female,1881,japan,FALSE,japanese,27,
62,13,"seoul, south korea",korean28,,male,1942,japan,FALSE,japanese,27,
19,8,"masan, south korea",korean29,,female,1948,japan,FALSE,japanese,27,
19,17,"seoul, south korea",korean3,,female,1987,japan,FALSE,japanese,27,
49,14,"seoul, south korea",korean30,,female,1991,japan,FALSE,japanese,27,
18,7,"seoul, south korea",korean31,,female,2123,japan,FALSE,japanese,27,
35,28,"seoul, south korea",korean32,,female,223,japan,FALSE,japanese,27,
30,13,"seongnam, south korea",korean33,,male,224,japan,FALSE,japanese,27,
20,11,"seoul, south korea",korean34,,female,225,japan,FALSE,japanese,27,
48,12,"kwangju, south korea",korean35,,female,226,japan,FALSE,japanese,27,
51,12,"taegu, south korea",korean36,,male,227,japan,FALSE,japanese,27,
27,14,"seoul, south korea",korean37,,male,486,japan,FALSE,japanese,27,
25,10,"inchon, south korea",korean38,,male,543,japan,FALSE,japanese,27,
55,14,"pusan, south korea",korean39,,male,253,macedonia,FALSE,macedonian,26,
29,15,"seoul, south korea",korean4,,female,1590,macedonia,FALSE,macedonian,26,
21,17,"seoul, south korea",korean40,,female,1591,macedonia,FALSE,macedonian,26,
50,12,"seoul, south korea",korean41,,female,1592,macedonia,FALSE,macedonian,26,
26,3,"bayside, new york, usa",korean42,,female,1593,macedonia,FALSE,macedonian,26,
20,13,"taejon, south korea",korean43,,female,1594,macedonia,FALSE,macedonian,26,
49,14,"inchon, south korea",korean44,,female,1595,macedonia,FALSE,macedonian,26,
28,13,"inchon, south korea",korean45,,female,1596,macedonia,FALSE,macedonian,26,
21,21,"seoul, south korea",korean46,,male,1597,macedonia,FALSE,macedonian,26,
23,10,"seoul, south korea",korean47,,female,1601,macedonia,FALSE,macedonian,26,
32,27,"seoul, south korea",korean48,,male,1602,macedonia,FALSE,macedonian,26,
22,7,"an yang, south korea",korean49,,male,888,macedonia,FALSE,macedonian,26,
50,12,"seoul, south korea",korean5,,female,1603,macedonia,FALSE,macedonian,26,
57,13,"taejon, south korea",korean50,,female,1604,macedonia,FALSE,macedonian,26,
25,16,"seoul, south korea",korean51,,female,1605,macedonia,FALSE,macedonian,26,
40,12,"seoul, south korea",korean52,,female,1606,macedonia,FALSE,macedonian,26,
21,12,"sunchun, south korea",korean6,,female,1607,macedonia,FALSE,macedonian,26,
32,10,"seoul, south korea",korean7,,female,1608,macedonia,FALSE,macedonian,26,
39,13,"seoul, south korea",korean8,,male,2014,macedonia,FALSE,macedonian,26,
34,12,"taejon, south korea",korean9,,male,948,macedonia,FALSE,macedonian,26,
46,5,"freetown, sierra leone",krio1,,male,949,macedonia,FALSE,macedonian,26,
26,5,"freetown, sierra leone",krio2,,female,1585,macedonia,FALSE,macedonian,26,
21,5,"freetown, sierra leone",krio3,,male,1586,macedonia,FALSE,macedonian,26,
48,7,"freetown, sierra leone",krio4,,female,1587,macedonia,FALSE,macedonian,26,
36,6,"freetown, sierra leone",krio5,,male,1588,macedonia,FALSE,macedonian,26,
26,3,"freetown, sierra leone",krio6,,female,1589,macedonia,FALSE,macedonian,26,
52,4,"margibi, liberia",kru1,,female,45,china,FALSE,cantonese,23,
24,15,"arbil, iraq",kurdish1,,female,505,china,FALSE,cantonese,23,
37,30,"sulaymaniyah, iraq",kurdish10,,female,544,china,FALSE,cantonese,23,
50,10,"hawler, kurdistan, iraq",kurdish2,,female,602,china,FALSE,cantonese,23,
33,12,"sulaymaniyah, iraq",kurdish3,,female,730,china,FALSE,cantonese,23,
30,9,"kirkuk, iraq",kurdish4,,female,742,china,FALSE,cantonese,23,
32,11,"sulaymaniyah, iraq",kurdish5,,female,862,china,FALSE,cantonese,23,
57,11,"sulaymaniyah, iraq",kurdish6,,female,874,china,FALSE,cantonese,23,
29,13,"sanandaj, iran",kurdish7,,female,878,china,FALSE,cantonese,23,
55,39,"sulaymaniyah, iraq",kurdish8,,male,885,china,FALSE,cantonese,23,
57,40,"sulaymaniyah, iraq",kurdish9,,female,1247,china,FALSE,cantonese,23,
30,13,"leworook, nusa tenggara, indonesia",lamaholot1,,male,46,china,FALSE,cantonese,23,
38,14,"lamotrek island, federated states of micronesia",lamotrekese1,,male,1480,china,FALSE,cantonese,23,
19,12,"savannakhet, laos",lao1,,female,1558,china,FALSE,cantonese,23,
25,21,"vientiane, laos, ",lao2,,female,1974,china,FALSE,cantonese,23,
52,20,"pakxe, laos",lao3,,male,1975,china,FALSE,cantonese,23,
24,13,"riga, latvia",latvian1,,male,47,china,FALSE,cantonese,23,
70,11,"riga, latvia",latvian2,,female,48,china,FALSE,cantonese,23,
19,5,"riga, latvia",latvian3,,male,49,china,FALSE,cantonese,23,
37,30,"kinshasa, democratic republic of congo",lingala1,,male,462,china,FALSE,cantonese,23,
27,24,"klaipeda, lithuania",lithuanian1,,male,494,china,FALSE,cantonese,23,
34,32,"vilnius, lithuania",lithuanian2,,female,498,china,FALSE,cantonese,23,
22,8,"kaunas, lithuania",lithuanian3,,male,502,china,FALSE,cantonese,23,
23,12,"klaipeda, lithuania",lithuanian4,,male,168,iran,FALSE,farsi,23,
24,9,"klaipeda, lithuania",lithuanian5,,female,453,iran,FALSE,farsi,23,
21,10,"visaginas, lithuania",lithuanian6,,female,1015,afghanistan,FALSE,farsi,23,
42,12,"siaya, kenya",luo1,,male,1112,iran,FALSE,farsi,23,
33,5,"maseno, kenya",luo2,,male,1378,iran,FALSE,farsi,23,
54,12,"luxembourg, luxembourg",luxembourgeois1,,female,1572,usa,FALSE,farsi,23,
19,11,"ohrid, macedonia",macedonian1,,male,1598,iran,FALSE,farsi,23,
20,10,"skopje, macedonia",macedonian10,,female,1623,iran,FALSE,farsi,23,
20,8,"skopje, macedonia",macedonian11,,female,1858,iran,FALSE,farsi,23,
20,10,"skopje, macedonia",macedonian12,,female,1913,iran,FALSE,farsi,23,
20,8,"skopje, macedonia",macedonian13,,female,1936,iran,FALSE,farsi,23,
20,9,"skopje, macedonia",macedonian14,,female,169,iran,FALSE,farsi,23,
20,10,"skopje, macedonia",macedonian15,,female,1993,afghanistan,FALSE,farsi,23,
20,5,"skopje, macedonia",macedonian16,,male,2025,afghanistan,FALSE,farsi,23,
24,6,"skopje, macedonia",macedonian17,,female,2037,iran,FALSE,farsi,23,
20,5,"skopje, macedonia",macedonian18,,female,2063,iran,FALSE,farsi,23,
22,10,"skopje, macedonia",macedonian19,,female,170,iran,FALSE,farsi,23,
24,15,"stip, macedonia",macedonian2,,female,171,iran,FALSE,farsi,23,
19,10,"skopje, macedonia",macedonian20,,male,172,iran,FALSE,farsi,23,
19,12,"skopje, macedonia",macedonian21,,male,173,iran,FALSE,farsi,23,
21,8,"skopje, macedonia",macedonian22,,male,174,iran,FALSE,farsi,23,
20,11,"skopje, macedonia",macedonian23,,female,175,iran,FALSE,farsi,23,
20,7,"skopje, macedonia",macedonian24,,male,176,iran,FALSE,farsi,23,
20,9,"skopje, macedonia",macedonian25,,male,395,vietnam,FALSE,vietnamese,22,
29,11,"ohrid, macedonia",macedonian26,,female,1192,vietnam,FALSE,vietnamese,22,
24,11,"stip, macedonia",macedonian3,,male,1201,vietnam,FALSE,vietnamese,22,
21,11,"stip, macedonia",macedonian4,,female,1529,vietnam,FALSE,vietnamese,22,
19,11,"skopje, macedonia",macedonian5,,male,1562,vietnam,FALSE,vietnamese,22,
19,9,"skopje, macedonia",macedonian6,,male,1698,vietnam,FALSE,vietnamese,22,
